MD,Mednax Inc.,Health Care,Medical Specialities
MDB,MongoDB Inc.,Technology,Retail: Computer Software & Peripheral Equipment
MDC,M.D.C. Holdings Inc.,Capital Goods,Homebuilding
MDCA,MDC Partners Inc. CL A Subordinate Voting Shares,,
MDGL,Madrigal Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
MDGS,Medigus Ltd. American,Health Care,Medical/Dental Instruments
MDGSW,Medigus Ltd. Series C Warrant,Health Care,Medical/Dental Instruments
MDH,MDH Acquisition Corp.,,
MDIA,Mediaco Holding Inc. ,Consumer Services,Broadcasting
MDJH,MDJM LTD,Finance,Real Estate
MDLA,Medallia Inc.,Technology,Computer Software: Programming Data Processing
MDLZ,Mondelez International Inc.,Consumer Non-Durables,Meat/Poultry/Fish
MDNA,Medicenna Therapeutics Corp.,,
MDP,Meredith Corporation,Consumer Services,Newspapers/Magazines
MDRR,Medalist Diversified REIT Inc.,Consumer Services,Real Estate Investment Trusts
MDRRP,Medalist Diversified REIT Inc. Series A Cumulative Redeemable Preferred Stock,Consumer Services,Real Estate Investment Trusts
MDRX,Allscripts Healthcare Solutions Inc.,Technology,EDP Services
MDT,Medtronic plc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MDU,MDU Resources Group Inc. (Holding Company),Capital Goods,Building Materials
MDVL,MedAvail Holdings Inc.,Health Care,Major Pharmaceuticals
MDWD,MediWound Ltd.,Consumer Durables,Specialty Chemicals
MDWT,Midwest Holding Inc.,Finance,Life Insurance
MDXG,MiMedx Group Inc,Health Care,Medical/Dental Instruments
ME,23andMe Holding Co.,Capital Goods,Industrial Machinery/Components
MEC,Mayville Engineering Company Inc.,Capital Goods,Metal Fabrications
MED,MEDIFAST INC,Health Care,Major Pharmaceuticals
MEDP,Medpace Holdings Inc.,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MEDS,TRxADE HEALTH Inc.,Health Care,Other Pharmaceuticals
MEG,Montrose Environmental Group Inc.,,
MEI,Methode Electronics Inc.,Capital Goods,Electrical Products
MEIP,MEI Pharma Inc.,Health Care,Major Pharmaceuticals
MELI,MercadoLibre Inc.,Consumer Services,Catalog/Specialty Distribution
MEOH,Methanex Corporation,,
MER^K,Bank of America Corporation Income Capital Obligation Notes initially due December 15 2066,,
MERC,Mercer International Inc.,Basic Industries,Paper
MESA,Mesa Air Group Inc.,Transportation,Air Freight/Delivery Services
MESO,Mesoblast Limited American,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MET,MetLife Inc.,Finance,Life Insurance
MET^A,MetLife Inc. Preferred Series A Floating Rate,,
MET^E,MetLife Inc. each representing a 1/1000th interest in a share of the Issuera??s 5.625% Non-Cumulative Preferred Stock Series E.,,
MET^F,MetLife Inc. each representing a 1/1000th interest in a share of 4.75% Non-Cumulative Preferred Stock Series F,,
METC,Ramaco Resources Inc.,Energy,Coal Mining
METX,Meten EdtechX Education Group Ltd.,Consumer Services,Other Consumer Services
METXW,Meten EdtechX Education Group Ltd. Warrant,Consumer Services,Other Consumer Services
MEUSW,23andMe Holding Co. Warrant,,
MF,Missfresh Limited American,,
MFA,MFA Financial Inc.,Consumer Services,Real Estate Investment Trusts
MFA^B,MFA Financial Inc. Preferred Series B,,
MFA^C,MFA Financial Inc. 6.50% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,
MFC,Manulife Financial Corporation,Finance,Life Insurance
MFD,Macquarie First Trust Global,Finance,Trusts Except Educational Religious and Charitable
MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan),Finance,Major Banks
MFGP,Micro Focus Intl PLC ADS each representing One Ord Sh,Technology,Computer Software: Prepackaged Software
MFH,Mercurity Fintech Holding Inc. ADS,Technology,EDP Services
MFIN,Medallion Financial Corp.,Finance,Diversified Financial Services
MFL,Blackrock MuniHoldings Investment Quality Fund of Beneficial Interest,Finance,Finance Companies
MFM,MFS Municipal Income Trust,Finance,Finance Companies
MFNC,Mackinac Financial Corporation,Finance,Major Banks
MFV,MFS Special Value Trust,Finance,Trusts Except Educational Religious and Charitable
MG,Mistras Group Inc,Miscellaneous,Diversified Manufacture
MGA,Magna International Inc.,Capital Goods,Auto Parts:O.E.M.
MGEE,MGE Energy Inc,,
MGF,MFS Government Markets Income Trust,Finance,Trusts Except Educational Religious and Charitable
MGI,Moneygram International Inc.,Miscellaneous,Business Services
MGIC,Magic Software Enterprises Ltd.,Technology,Computer Software: Prepackaged Software
MGLN,Magellan Health Inc.,Health Care,Hospital/Nursing Management
MGM,MGM Resorts International,Consumer Services,Hotels/Resorts
MGNI,Magnite Inc.,Technology,Advertising
MGNX,MacroGenics Inc.,Health Care,Major Pharmaceuticals
MGP,MGM Growth Properties LLC representing limited liability company interests,Consumer Services,Real Estate Investment Trusts
MGPI,MGP Ingredients Inc.,,
MGR,Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059,Finance,Investment Managers
MGRB,Affiliated Managers Group Inc. 4.750% Junior Subordinated Notes due 2060,Finance,Investment Managers
MGRC,McGrath RentCorp,Technology,Diversified Commercial Services
MGTA,Magenta Therapeutics Inc.,Health Care,Major Pharmaceuticals
MGTX,MeiraGTx Holdings plc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,Finance,Trusts Except Educational Religious and Charitable
MGY,Magnolia Oil & Gas Corporation,Energy,Oil & Gas Production
MGYR,Magyar Bancorp Inc.,Finance,Major Banks
MH^A,Maiden Holdings Ltd. Pref Shs Ser A (Bermuda),,
MH^C,Maiden Holdings North America Ltd. 7.125% Non-Cumulative Preference Shares Series C,,
MH^D,Maiden Holdings Ltd. 6.700% Non-Cumulative Preference Shares Series D,,
MHD,Blackrock MuniHoldings Fund Inc.,Finance,Trusts Except Educational Religious and Charitable
MHF,Western Asset Municipal High Income Fund Inc.,Finance,Finance/Investors Services
MHH,Mastech Digital Inc,Consumer Services,Professional Services
MHI,Pioneer Municipal High Income Fund Inc.,Finance,Investment Managers
MHK,Mohawk Industries Inc.,Consumer Durables,Home Furnishings
MHLA,Maiden Holdings Ltd. 6.625% Notes due 2046,Finance,Property-Casualty Insurers
MHLD,Maiden Holdings Ltd.,Finance,Property-Casualty Insurers
MHN,Blackrock MuniHoldings New York Quality Fund Inc.,Finance,Finance Companies
MHNC,Maiden Holdings North America Ltd. 7.75% Notes due 2043,Finance,Property-Casualty Insurers
MHO,M/I Homes Inc.,Capital Goods,Homebuilding
MIC,Macquarie Infrastructure Corporation,Transportation,Aerospace
MICT,MICT Inc.,Technology,EDP Peripherals
MIDD,Middleby Corporation (The),Capital Goods,Diversified Manufacture
MIE,Cohen & Steers MLP Income and Energy Opportunity Fund Inc.,Finance,Investment Managers
MILE,Metromile Inc.,Finance,Property-Casualty Insurers
MILEW,Metromile Inc. Warrant ,,
MIME,Mimecast Limited,Technology,Computer Software: Prepackaged Software
MIN,MFS Intermediate Income Trust,Finance,Trusts Except Educational Religious and Charitable
MIND,MIND Technology Inc. (DE),Technology,Diversified Commercial Services
MINDP,MIND Technology Inc. Series A 9.00% Series A Cumulative Preferred Stock (DE),Technology,Diversified Commercial Services
MINM,Minim Inc.,Consumer Services,Telecommunications Equipment
MIRM,Mirum Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
MIRO,Miromatrix Medical Inc.,,
MIST,Milestone Pharmaceuticals Inc.,,
MIT,Mason Industrial Technology Inc.,,
MITAU,Coliseum Acquisition Corp. Unit,,
MITC,MeaTech 3D Ltd. American,Consumer Non-Durables,Packaged Foods
MITK,Mitek Systems Inc.,Technology,Computer Software: Prepackaged Software
MITO,Stealth BioTherapeutics Corp. ADS,Health Care,Major Pharmaceuticals
MITQ,Moving iMage Technologies Inc.,,
MITT,AG Mortgage Investment Trust Inc.,Consumer Services,Real Estate Investment Trusts
MITT^A,AG Mortgage Investment Trust Inc. 8.25% Preferred Series A,,
MITT^B,AG Mortgage Investment Trust Inc. Preferred Series B,,
MITT^C,AG Mortgage Investment Trust Inc. 8.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock $0.01 par value per share,,
MIXT,MiX Telematics Limited American each representing 25,Technology,Computer Software: Prepackaged Software
MIY,Blackrock MuniYield Michigan Quality Fund Inc.,Finance,Finance Companies
MKC,McCormick & Company Incorporated,Consumer Non-Durables,Farming/Seeds/Milling
MKD,Molecular Data Inc. American,Miscellaneous,Business Services
MKL,Markel Corporation,Finance,Property-Casualty Insurers
MKSI,MKS Instruments Inc.,Capital Goods,Industrial Machinery/Components
MKTX,MarketAxess Holdings Inc.,Finance,Investment Bankers/Brokers/Service
MKTY,Mechanical Technology Incorporated (Nevada),Capital Goods,Industrial Machinery/Components
MLAB,Mesa Laboratories Inc.,Capital Goods,Industrial Machinery/Components
MLAC,Malacca Straits Acquisition Company Limited,Finance,Business Services
MLACW,Malacca Straits Acquisition Company Limited Warrants,Finance,Business Services
MLCO,Melco Resorts & Entertainment Limited American,Consumer Services,Hotels/Resorts
MLHR,Herman Miller Inc.,Capital Goods,Wholesale Distributors
MLI,Mueller Industries Inc.,Basic Industries,Metal Fabrications
MLM,Martin Marietta Materials Inc.,Capital Goods,Building Materials
MLP,Maui Land & Pineapple Company Inc.,Finance,Real Estate
MLR,Miller Industries Inc.,Capital Goods,Construction/Ag Equipment/Trucks
MLSS,Milestone Scientific Inc.,Health Care,Industrial Specialties
MLVF,Malvern Bancorp Inc.,Finance,Banks
MMAC,MMA Capital Holdings Inc.,Finance,Finance: Consumer Services
MMAT,Meta Materials Inc.,Technology,Semiconductors
MMC,Marsh & McLennan Companies Inc.,Finance,Specialty Insurers
MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund,Finance,Investment Managers
MMI,Marcus & Millichap Inc.,Finance,Real Estate
MMLP,Martin Midstream Partners L.P. Limited Partnership,Energy,Oil Refining/Marketing
MMM,3M Company,Health Care,Medical/Dental Instruments
MMP,Magellan Midstream Partners L.P. Limited Partnership,Energy,Oil & Gas Production
MMS,Maximus Inc.,Miscellaneous,Business Services
MMSI,Merit Medical Systems Inc.,Health Care,Medical/Dental Instruments
MMT,MFS Multimarket Income Trust,Finance,Trusts Except Educational Religious and Charitable
MMU,Western Asset Managed Municipals Fund Inc.,Finance,Investment Managers
MMX,Maverix Metals Inc.,Basic Industries,Precious Metals
MMYT,MakeMyTrip Limited,Transportation,Other Consumer Services
MN,Manning & Napier Inc.,Finance,Investment Managers
MNDO,MIND C.T.I. Ltd.,Technology,EDP Services
MNDY,monday.com Ltd.,,
MNKD,MannKind Corporation,Health Care,Major Pharmaceuticals
MNMD,Mind Medicine (MindMed) Inc. Subordinate Voting Shares,,
MNOV,Medicinova Inc,Health Care,Major Pharmaceuticals
MNP,Western Asset Municipal Partners Fund Inc.,Finance,Trusts Except Educational Religious and Charitable
MNPR,Monopar Therapeutics Inc.,Health Care,Major Pharmaceuticals
MNR,Monmouth Real Estate Investment Corporation,Consumer Services,Real Estate Investment Trusts
MNR^C,Monmouth Real Estate Investment Corporation 6.125% Series C Cumulative Redeemable Preferred Stock,,
MNRL,Brigham Minerals Inc.,Energy,Oil & Gas Production
MNRO,Monro Inc.,,
MNSB,MainStreet Bancshares Inc.,Finance,Major Banks
MNSBP,MainStreet Bancshares Inc.,Finance,Major Banks
MNSO,MINISO Group Holding Limited American each representing four,Consumer Services,Department/Specialty Retail Stores
MNST,Monster Beverage Corporation,Consumer Non-Durables,Beverages (Production/Distribution)
MNTK,Montauk Renewables Inc.,,
MNTV,Momentive Global Inc.,Technology,EDP Services
MNTX,Manitex International Inc.,Consumer Durables,Home Furnishings
MO,Altria Group Inc.,Consumer Non-Durables,Farming/Seeds/Milling
MOD,Modine Manufacturing Company,Capital Goods,Auto Parts:O.E.M.
MODN,Model N Inc.,Technology,EDP Services
MODV,ModivCare Inc.,,
MOFG,MidWestOne Financial Gp,Finance,Major Banks
MOGO,Mogo Inc.,,
MOGU,MOGU Inc. American (each  representing 25),Miscellaneous,Business Services
MOH,Molina Healthcare Inc,Health Care,Medical Specialities
MOHO,ECMOHO Limited American,Consumer Services,Catalog/Specialty Distribution
MOLN,Molecular Partners AG American,,
MOMO,Momo Inc. American,Technology,Computer Software: Prepackaged Software
MON,Monument Circle Acquisition Corp.,,
MONCU,Monument Circle Acquisition Corp. Unit,,
MONCW,Monument Circle Acquisition Corp. Warrant,Finance,Business Services
MOR,MorphoSys AG American,Health Care,Major Pharmaceuticals
MORF,Morphic Holding Inc.,Health Care,Major Pharmaceuticals
MORN,Morningstar Inc.,Technology,Advertising
MOS,Mosaic Company (The),Basic Industries,Agricultural Chemicals
MOSY,MoSys Inc.,Technology,Semiconductors
MOTN,Motion Acquisition Corp.,Finance,Business Services
MOTNU,Motion Acquisition Corp. Unit,,
MOTNW,Motion Acquisition Corp. Warrants to purchase one common,Finance,Business Services
MOTS,Motus GI Holdings Inc.,Health Care,Medical/Dental Instruments
MOTV,Motive Capital Corp,Finance,Business Services
MOV,Movado Group Inc.,Consumer Non-Durables,Consumer Specialties
MOVE,Movano Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MOXC,Moxian Inc.,Technology,Computer Software: Programming Data Processing
MP,MP Materials Corp.,,
MPA,Blackrock MuniYield Pennsylvania Quality Fund,Finance,Finance Companies
MPAA,Motorcar Parts  of America Inc.,Capital Goods,Auto Parts:O.E.M.
MPAC,Model Performance Acquisition Corp.,Finance,Business Services
MPACR,Model Performance Acquisition Corp. Right,Finance,Business Services
MPACU,Model Performance Acquisition Corp. Units,Finance,Business Services
MPACW,Model Performance Acquisition Corp. Warrant,Finance,Business Services
MPB,Mid Penn Bancorp,Finance,Major Banks
MPC,Marathon Petroleum Corporation,Energy,Integrated oil Companies
MPLN,MultiPlan Corporation,Health Care,Medical Specialities
MPLX,MPLX LP Common Units Representing Limited Partner Interests,Energy,Oil & Gas Production
MPV,Barings Participation Investors,Finance,Finance Companies
MPW,Medical Properties Trust Inc.,Consumer Services,Real Estate Investment Trusts
MPWR,Monolithic Power Systems Inc.,Technology,Semiconductors
MPX,Marine Products Corporation,Consumer Non-Durables,Recreational Products/Toys
MQ,Marqeta Inc.,,
MQT,Blackrock MuniYield Quality Fund II Inc.,Finance,Investment Managers
MQY,Blackrock MuniYield Quality Fund Inc.,Finance,Investment Managers
MRAC,Marquee Raine Acquisition Corp.,Finance,Business Services
MRACU,Marquee Raine Acquisition Corp. Unit,Finance,Business Services
MRACW,Marquee Raine Acquisition Corp. Warrant,Finance,Business Services
MRAM,Everspin Technologies Inc.,Technology,Electronic Components
MRBK,Meridian Corporation,Finance,Major Banks
MRC,MRC Global Inc.,Capital Goods,Fluid Controls
MRCC,Monroe Capital Corporation,Finance,Investment Managers
MRCY,Mercury Systems Inc,,
MREO,Mereo BioPharma Group plc American,Health Care,Major Pharmaceuticals
MRIN,Marin Software Incorporated,Technology,Computer Software: Prepackaged Software
MRK,Merck & Company Inc. (new),Health Care,Major Pharmaceuticals
MRKR,Marker Therapeutics Inc.,Health Care,Major Pharmaceuticals
MRLN,Marlin Business Services Corp.,Finance,Finance Companies
MRM,MEDIROM Healthcare Technologies Inc. American,Consumer Services,Other Consumer Services
MRNA,Moderna Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MRNS,Marinus Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
MRO,Marathon Oil Corporation,Energy,Oil & Gas Production
MRSN,Mersana Therapeutics Inc.,Health Care,Major Pharmaceuticals
MRTN,Marten Transport Ltd.,Transportation,Trucking Freight/Courier Services
MRTX,Mirati Therapeutics Inc.,Health Care,Major Pharmaceuticals
MRUS,Merus N.V.,Health Care,Major Pharmaceuticals
MRVI,Maravai LifeSciences Holdings Inc.,Health Care,Major Pharmaceuticals
MRVL,Marvell Technology Inc.,Technology,Semiconductors
MS,Morgan Stanley,Finance,Investment Bankers/Brokers/Service
MS^A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A,,
MS^E,Morgan Stanley REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E,,
MS^F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag,,
MS^I,Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum),,
MS^K,Morgan Stanley each representing 1/1000th of a share of Fixed-to-Floating Rate Non-Cumulative Preferred Stock  Series K,,
MS^L,Morgan Stanley each representing 1/1000th of a share of 4.875% Non-Cumulative Preferred Stock Series L,,
MSA,MSA Safety Incorporated,Miscellaneous,Diversified Manufacture
MSAC,Medicus Sciences Acquisition Corp.,Finance,Business Services
MSACW,Medicus Sciences Acquisition Corp. Warrant,Finance,Business Services
MSB,Mesabi Trust,Basic Industries,Steel/Iron Ore
MSBI,Midland States Bancorp Inc.,Finance,Major Banks
MSC,Studio City International Holdings Limited American each representing four ,Consumer Services,Hotels/Resorts
MSCI,MSCI Inc,Miscellaneous,Business Services
MSD,Morgan Stanley Emerging Markets Debt Fund Inc.,Finance,Trusts Except Educational Religious and Charitable
MSDA,MSD Acquisition Corp.,Finance,Business Services
MSDAU,MSD Acquisition Corp. Unit,Finance,Business Services
MSDAW,MSD Acquisition Corp. Warrant,Finance,Business Services
MSEX,Middlesex Water Company,Public Utilities,Water Supply
MSFT,Microsoft Corporation,Technology,Computer Software: Prepackaged Software
MSGE,Madison Square Garden Entertainment Corp. ,Consumer Services,Movies/Entertainment
MSGM,Motorsport Games Inc.,Technology,Computer Software: Prepackaged Software
MSGS,Madison Square Garden Sports Corp. (New),Consumer Services,Hotels/Resorts
MSI,Motorola Solutions Inc.,Technology,Radio And Television Broadcasting And Communications Equipment
MSM,MSC Industrial Direct Company Inc.,Capital Goods,Industrial Machinery/Components
MSN,Emerson Radio Corporation,Consumer Non-Durables,Consumer Electronics/Appliances
MSON,MISONIX Inc. (DE),Health Care,Industrial Specialties
MSP,Datto Holding Corp.,Technology,Computer Software: Prepackaged Software
MSTR,MicroStrategy Incorporated,Technology,Computer Software: Prepackaged Software
MSVB,Mid-Southern Bancorp Inc.,Finance,Major Banks
MT,Arcelor Mittal NY Registry Shares NEW,Basic Industries,Steel/Iron Ore
MTA,Metalla Royalty & Streaming Ltd.,Basic Industries,Precious Metals
MTAC,MedTech Acquisition Corporation,,
MTACU,MedTech Acquisition Corporation Unit,,
MTACW,MedTech Acquisition Corporation Warrant,Finance,Business Services
MTB,M&T Bank Corporation,Finance,Major Banks
MTBC,CareCloud Inc.,Health Care,Managed Health Care
MTBCP,CareCloud Inc. 11% Series A Cumulative Redeemable Perpetual Preferred Stock,Health Care,Managed Health Care
MTC,MMTec Inc.,Technology,Computer Software: Prepackaged Software
MTCH,Match Group Inc.,,
MTCN,ArcelorMittal 5.50% Mandatorily Convertible Subordinated Notes due 2023,Basic Industries,Steel/Iron Ore
MTCR,Metacrine Inc.,Consumer Durables,Specialty Chemicals
MTD,Mettler-Toledo International Inc.,Health Care,Medical Specialities
MTDR,Matador Resources Company,Energy,Oil & Gas Production
MTEM,Molecular Templates Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MTEX,Mannatech Incorporated,Consumer Durables,Specialty Chemicals
MTG,MGIC Investment Corporation,Finance,Property-Casualty Insurers
MTH,Meritage Homes Corporation,Capital Goods,Homebuilding
MTL,Mechel PAO American (Each rep. 1),Basic Industries,Steel/Iron Ore
MTL^,Mechel PAO American (each representing one-half of a Preferred Share),,
MTLS,Materialise NV American,Technology,Computer Software: Prepackaged Software
MTN,Vail Resorts Inc.,Consumer Services,Movies/Entertainment
MTNB,Matinas Biopharma Holdings Inc.,Health Care,Major Pharmaceuticals
MTOR,Meritor Inc.,Capital Goods,Auto Parts:O.E.M.
MTP,Midatech Pharma PLC American Depositary Shs,Health Care,Major Pharmaceuticals
MTR,Mesa Royalty Trust,Energy,Oil & Gas Production
MTRN,Materion Corporation,,
MTRX,Matrix Service Company,Consumer Services,Military/Government/Technical
MTSI,MACOM Technology Solutions Holdings Inc.,Technology,Semiconductors
MTSL,MER Telemanagement Solutions Ltd.,Public Utilities,Telecommunications Equipment
MTW,Manitowoc Company Inc. (The),Capital Goods,Construction/Ag Equipment/Trucks
MTX,Minerals Technologies Inc.,Basic Industries,Major Chemicals
MTZ,MasTec Inc.,Basic Industries,Water Supply
MU,Micron Technology Inc.,Technology,Semiconductors
MUA,Blackrock MuniAssets Fund Inc,Finance,Trusts Except Educational Religious and Charitable
MUC,Blackrock MuniHoldings California Quality Fund Inc. ,Finance,Finance Companies
MUDS,Mudrick Capital Acquisition Corporation II,Finance,Business Services
MUDSU,Mudrick Capital Acquisition Corporation II Unit,,
MUDSW,Mudrick Capital Acquisition Corporation II Warrant,Finance,Business Services
MUE,Blackrock MuniHoldings Quality Fund II Inc.,Finance,Trusts Except Educational Religious and Charitable
MUFG,Mitsubishi UFJ Financial Group Inc.,Finance,Commercial Banks
MUI,Blackrock Muni Intermediate Duration Fund Inc,Finance,Trusts Except Educational Religious and Charitable
MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc.,Finance,Trusts Except Educational Religious and Charitable
MUR,Murphy Oil Corporation,Energy,Oil & Gas Production
MUSA,Murphy USA Inc.,Public Utilities,Natural Gas Distribution
MUX,McEwen Mining Inc.,Basic Industries,Precious Metals
MVBF,MVB Financial Corp.,Finance,Savings Institutions
MVF,Blackrock MuniVest Fund Inc.,Finance,Finance/Investors Services
MVIS,MicroVision Inc.,Capital Goods,Industrial Machinery/Components
MVO,MV Oil Trust Units of Beneficial Interests,Energy,Oil & Gas Production
MVT,Blackrock MuniVest Fund II Inc. ,Finance,Trusts Except Educational Religious and Charitable
MWA,MUELLER WATER PRODUCTS,Capital Goods,Office Equipment/Supplies/Services
MX,Magnachip Semiconductor Corporation,Technology,Semiconductors
MXC,Mexco Energy Corporation,Energy,Oil & Gas Production
MXE,Mexico Equity and Income Fund Inc. (The),Finance,Finance Companies
MXF,Mexico Fund Inc. (The),Finance,Trusts Except Educational Religious and Charitable
MXIM,Maxim Integrated Products Inc.,Technology,Semiconductors
MXL,MaxLinear Inc.,Technology,Semiconductors
MYC,Blackrock MuniYield California Fund Inc.,Finance,Trusts Except Educational Religious and Charitable
MYD,Blackrock MuniYield Fund Inc. ,Finance,Trusts Except Educational Religious and Charitable
MYE,Myers Industries Inc.,Consumer Non-Durables,Plastic Products
MYFW,First Western Financial Inc.,Finance,Major Banks
MYGN,Myriad Genetics Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MYI,Blackrock MuniYield Quality Fund III Inc,Finance,Finance Companies
MYJ,Blackrock MuniYield New Jersey Fund Inc,Finance,Finance Companies
MYMD,MyMD Pharmaceuticals Inc.,Consumer Durables,Specialty Chemicals
MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock,Finance,Finance Companies
MYO,Myomo Inc.,Health Care,Industrial Specialties
MYOV,Myovant Sciences Ltd.,Health Care,Major Pharmaceuticals
MYPS,PLAYSTUDIOS Inc. ,,
MYPSW,PLAYSTUDIOS Inc. Warrant,,
MYRG,MYR Group Inc.,Basic Industries,Water Supply
MYSZ,My Size Inc.,Technology,Retail: Computer Software & Peripheral Equipment
MYTE,MYT Netherlands Parent B.V. American each representing one,Consumer Services,Catalog/Specialty Distribution
NAAC,North Atlantic Acquisition Corporation,Finance,Business Services
NAACU,North Atlantic Acquisition Corporation Unit,Finance,Business Services
NAACW,North Atlantic Acquisition Corporation Warrant,Finance,Business Services
NAC,Nuveen California Quality Municipal Income Fund,Finance,Investment Managers
NAD,Nuveen Quality Municipal Income Fund,Finance,Investment Managers
NAII,Natural Alternatives International Inc.,Consumer Non-Durables,Food Distributors
NAK,Northern Dynasty Minerals Ltd.,Basic Industries,Precious Metals
NAKD,Naked Brand Group Limited,Basic Industries,Industrial Specialties
NAN,Nuveen New York Quality Municipal Income Fund,Finance,Investment Managers
NAOV,NanoVibronix Inc.,Health Care,Industrial Specialties
NAPA,The Duckhorn Portfolio Inc.,Consumer Non-Durables,Beverages (Production/Distribution)
NARI,Inari Medical Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NAT,Nordic American Tankers Limited,Transportation,Marine Transportation
NATH,Nathan's Famous Inc.,Consumer Services,Restaurants
NATI,National Instruments Corporation,Technology,Computer Software: Prepackaged Software
NATR,Nature's Sunshine Products Inc.,Health Care,Other Pharmaceuticals
NAUT,Nautilus Biotechnolgy Inc.,,
NAVB,Navidea Biopharmaceuticals Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NAVI,Navient Corporation,Finance,Finance: Consumer Services
NAZ,Nuveen Arizona Quality Municipal Income Fund,Finance,Finance/Investors Services
NBA,New Beginnings Acquisition Corp.,,
NBB,Nuveen Taxable Municipal Income Fund of Beneficial Interest,Finance,Finance Companies
NBEV,NewAge Inc. (Delaware),Consumer Non-Durables,Beverages (Production/Distribution)
NBH,Neuberger Berman Municipal Fund Inc.,Finance,Finance/Investors Services
NBHC,National Bank Holdings Corporation,Finance,Major Banks
NBIX,Neurocrine Biosciences Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBN,Northeast Bank,Finance,Major Banks
NBO,Neuberger Berman New York Municipal Fund Inc.,Finance,Finance/Investors Services
NBR,Nabors Industries Ltd.,Energy,Oil & Gas Production
NBRV,Nabriva Therapeutics plc Ireland,Health Care,Major Pharmaceuticals
NBSE,NeuBase Therapeutics Inc. ,Health Care,Major Pharmaceuticals
NBST,Newbury Street Acquisition Corporation,,
NBSTU,Newbury Street Acquisition Corporation Units,,
NBSTW,Newbury Street Acquisition Corporation Warrants,Finance,Business Services
NBTB,NBT Bancorp Inc.,Finance,Major Banks
NBTX,Nanobiotix S.A. American,Health Care,Major Pharmaceuticals
NBW,Neuberger Berman California Municipal Fund Inc,Finance,Finance/Investors Services
NBXG,Neuberger Berman Next Generation Connectivity Fund Inc.,,
NBY,NovaBay Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
NC,NACCO Industries Inc.,,
NCA,Nuveen California Municipal Value Fund,Finance,Investment Managers
NCBS,Nicolet Bankshares Inc.,Finance,Major Banks
NCLH,Norwegian Cruise Line Holdings Ltd.,Transportation,Marine Transportation
NCMI,National CineMedia Inc.,Technology,Advertising
NCNA,NuCana plc American,Health Care,Major Pharmaceuticals
NCNO,nCino Inc.,Technology,Computer Software: Prepackaged Software
NCR,NCR Corporation,Miscellaneous,Office Equipment/Supplies/Services
NCSM,NCS Multistage Holdings Inc.,Energy,Oilfield Services/Equipment
NCTY,The9 Limited American Depository Shares,Technology,Computer Software: Prepackaged Software
NCV,Virtus AllianzGI Convertible & Income Fund of Beneficial Interest,Finance,Finance Companies
NCV^A,Virtus AllianzGI Convertible & Income Fund 5.625% Series A Cumulative Preferred Shares,,
NCZ,Virtus AllianzGI Convertible & Income Fund II of Beneficial Interest,Finance,Finance Companies
NCZ^A,Virtus AllianzGI Convertible & Income Fund II 5.50% Series A Cumulative Preferred Shares,,
NDAC,NightDragon Acquisition Corp.,Finance,Business Services
NDACU,NightDragon Acquisition Corp. SCALE Units,,
NDACW,NightDragon Acquisition Corp. Warrants to purchase,Consumer Non-Durables,Packaged Foods
NDAQ,Nasdaq Inc.,,
NDLS,Noodles & Company,Consumer Services,Restaurants
NDMO,Nuveen Dynamic Municipal Opportunities Fund of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
NDP,Tortoise Energy Independence Fund Inc.,Finance,Finance/Investors Services
NDRA,ENDRA Life Sciences Inc.,Health Care,Medical Specialities
NDRAW,ENDRA Life Sciences Inc. Warrants,Health Care,Medical Specialities
NDSN,Nordson Corporation,Capital Goods,Industrial Machinery/Components
NE,Noble Corporation plc,Energy,Oil & Gas Production
